Applicant_ID,Age,Gender,Qualification_Level,Marks_Percentage,Experience_Years,Driving,Sales,Typing,Computer,Govt_Exam_Score,English_Proficiency,Computer_Proficiency,Physical_Fitness,Predicted_Job
A349,20,Female,Diploma,93,15,0,1,0,0,77,4,2,4,Lab Assistant
A350,26,Female,Graduate,95,0,1,1,0,0,69,5,4,3,School Teacher
A351,21,Other,10th,94,9,0,1,0,1,0,3,1,1,Sales Executive
A352,31,Female,10th,64,3,0,0,0,1,0,5,5,1,Lab Assistant
A353,35,Other,Diploma,45,8,1,0,1,1,0,4,4,3,Sales Executive
A354,39,Male,Postgrad,50,0,0,1,1,0,0,2,2,5,Security Guard
A355,36,Female,Postgrad,57,1,1,1,1,0,0,4,4,1,Security Guard
A356,22,Male,10th,66,5,1,0,1,0,0,5,5,4,Delivery Boy
A357,25,Female,12th,64,11,0,1,0,0,53,2,1,4,Sales Executive
A358,26,Male,10th,87,12,0,0,0,0,70,2,1,5,Lab Assistant
A359,35,Male,Graduate,77,9,0,1,0,0,0,1,3,2,School Teacher
A360,20,Other,Diploma,75,0,1,0,1,1,61,1,4,3,Delivery Boy
A361,40,Other,10th,58,7,0,1,1,0,74,3,3,5,Sales Executive
A362,21,Female,12th,93,8,0,0,1,0,63,4,3,2,Lab Assistant
A363,41,Other,10th,62,7,0,1,0,0,55,1,5,5,Security Guard
A364,35,Other,10th,82,7,0,1,0,0,0,5,1,4,Lab Assistant
A365,27,Other,Graduate,90,10,1,1,0,0,0,5,4,3,School Teacher
A366,35,Other,Diploma,66,11,1,0,0,1,92,5,1,4,Lab Assistant
A367,18,Male,Graduate,83,8,0,1,1,0,58,5,1,1,School Teacher
A368,38,Female,Graduate,41,3,1,1,1,1,0,3,1,1,Data Entry Operator
A369,26,Male,10th,94,12,0,1,1,1,0,4,5,5,Lab Assistant
A370,39,Female,12th,71,9,1,1,1,0,0,3,4,4,Sales Executive
A371,24,Male,Diploma,87,3,0,1,0,1,0,1,5,3,Junior Engineer
A372,31,Male,Postgrad,94,1,0,0,1,0,0,3,1,2,Security Guard
A373,25,Other,Diploma,46,4,1,1,1,1,67,3,1,2,Delivery Boy
A374,20,Male,10th,93,14,1,1,0,1,0,3,5,2,Delivery Boy
A375,29,Female,10th,70,9,0,0,1,0,0,1,5,4,Security Guard
A376,27,Other,Graduate,92,9,1,1,0,0,93,2,2,1,Delivery Boy
A377,32,Female,10th,89,14,1,0,0,1,68,3,1,1,Lab Assistant
A378,18,Male,10th,59,3,1,1,1,1,0,2,4,1,Lab Assistant
A379,25,Female,Postgrad,40,2,1,1,0,0,0,4,4,2,Lab Assistant
A380,29,Male,Graduate,82,5,0,1,1,0,0,3,5,4,School Teacher
A381,22,Male,10th,74,8,1,1,0,1,89,2,5,3,Delivery Boy
A382,26,Male,10th,83,1,1,0,0,1,0,4,3,3,Apprentice
A383,42,Other,10th,85,12,1,0,0,0,51,2,3,2,Security Guard
A384,34,Other,12th,63,3,0,1,1,1,0,4,3,1,Data Entry Operator
A385,20,Other,Diploma,79,14,1,1,1,1,0,3,5,4,Delivery Boy
A386,33,Male,Graduate,59,15,0,1,1,1,0,2,5,2,Sales Executive
A387,28,Other,10th,66,3,0,1,1,1,0,4,4,3,Lab Assistant
A388,21,Male,Postgrad,44,14,0,1,1,1,0,2,4,2,Data Entry Operator
A389,39,Male,12th,47,15,1,0,0,0,82,1,1,1,Security Guard
A390,33,Other,Graduate,89,9,0,1,1,0,0,2,3,1,School Teacher
A391,38,Male,Graduate,79,14,0,0,1,0,0,4,3,5,Sales Executive
A392,23,Male,Diploma,43,5,0,1,1,0,0,2,3,3,Sales Executive
A393,18,Female,Postgrad,67,5,0,1,1,1,0,5,3,5,Sales Executive
A394,40,Female,Postgrad,63,14,0,1,0,0,77,4,5,1,Sales Executive
A395,42,Male,Diploma,50,14,1,1,1,1,0,1,4,5,Sales Executive
A396,41,Female,12th,93,3,0,1,0,1,66,1,2,3,Lab Assistant
A397,27,Other,Postgrad,95,15,0,0,1,0,73,1,3,4,School Teacher
A398,45,Female,Diploma,84,15,0,0,1,0,0,2,3,5,Lab Assistant
A399,19,Female,Graduate,66,2,0,0,0,0,88,3,1,5,Customer Support
A400,25,Other,Postgrad,82,9,1,1,1,0,71,5,3,2,School Teacher
A401,30,Other,Graduate,67,5,0,0,0,1,88,2,3,5,School Teacher
A402,42,Male,Diploma,76,2,0,0,0,0,0,4,3,4,Junior Engineer
A403,29,Male,Graduate,62,5,1,0,1,1,0,2,1,3,Junior Engineer
A404,44,Female,Graduate,78,5,0,1,0,0,0,2,1,4,School Teacher
A405,21,Female,Diploma,58,15,0,0,0,0,93,5,3,4,Junior Engineer
A406,37,Female,Diploma,87,15,1,0,0,1,78,1,5,3,Security Guard
A407,30,Male,10th,51,14,0,0,1,1,84,5,2,4,Lab Assistant
A408,36,Male,Graduate,91,13,0,0,1,1,0,5,1,3,School Teacher
A409,39,Female,10th,51,11,0,0,1,0,67,2,1,3,Lab Assistant
A410,38,Female,Diploma,95,13,1,1,1,0,0,1,2,3,Junior Engineer
A411,41,Other,Diploma,74,9,1,1,0,0,0,3,1,5,Junior Engineer
A412,25,Male,Diploma,59,4,1,1,0,1,69,3,3,5,Delivery Boy
A413,34,Female,Diploma,90,2,0,0,1,1,0,5,1,3,Data Entry Operator
A414,18,Male,Diploma,75,9,0,0,1,1,0,1,1,1,Data Entry Operator
A415,36,Male,Postgrad,68,1,1,1,0,1,57,2,4,1,School Teacher
A416,28,Male,12th,54,6,1,0,0,0,74,2,3,3,Delivery Boy
A417,30,Male,Postgrad,67,4,0,0,0,1,95,3,4,5,School Teacher
A418,44,Female,Graduate,58,2,1,1,0,1,0,2,3,2,Lab Assistant
A419,40,Female,Postgrad,67,7,1,1,0,0,0,3,3,4,Security Guard
A420,41,Other,Postgrad,72,3,1,1,1,1,0,2,4,3,School Teacher
A421,25,Male,12th,63,1,0,0,1,0,65,1,2,5,Apprentice
A422,22,Female,Diploma,62,6,1,1,0,0,52,3,1,2,Delivery Boy
A423,40,Female,10th,43,4,1,0,0,0,72,1,4,5,Lab Assistant
A424,19,Other,Diploma,72,9,1,1,1,1,88,5,2,2,Delivery Boy
A425,26,Female,Graduate,49,9,0,0,1,1,58,1,1,5,Sales Executive
A426,25,Male,12th,71,13,1,0,1,1,77,4,5,5,Clerk
A427,29,Male,Postgrad,60,13,1,1,0,1,0,1,4,3,Lab Assistant
A428,43,Other,10th,57,15,0,0,1,1,0,4,4,2,Lab Assistant
A429,26,Female,Diploma,48,12,1,0,0,0,0,5,2,4,Lab Assistant
A430,42,Other,Postgrad,59,10,0,1,1,0,0,1,5,3,Sales Executive
A431,39,Female,Postgrad,44,9,0,1,0,0,0,5,3,1,Sales Executive
A432,44,Other,12th,80,14,1,1,1,0,0,2,3,5,Security Guard
A433,43,Female,Graduate,52,12,0,0,1,1,66,4,1,3,Junior Engineer
A434,30,Other,Graduate,89,14,0,1,1,1,0,3,2,3,School Teacher
A435,33,Male,Diploma,42,13,0,1,0,1,60,1,5,5,Security Guard
A436,44,Female,10th,95,15,1,1,0,1,0,4,3,2,Sales Executive
A437,30,Other,10th,77,14,0,1,0,0,73,1,2,2,Sales Executive
A438,43,Female,Postgrad,42,2,1,0,0,0,0,3,1,3,Lab Assistant
A439,40,Other,Diploma,62,2,1,1,1,0,67,3,2,1,Lab Assistant
A440,30,Female,Diploma,77,14,1,0,0,1,62,3,2,3,Sales Executive
A441,25,Male,Postgrad,82,4,0,0,0,1,0,3,4,1,Customer Support
A442,23,Other,10th,66,15,1,0,1,1,78,2,2,2,Lab Assistant
A443,32,Female,Postgrad,89,5,1,0,0,0,0,4,1,5,Security Guard
A444,36,Female,Graduate,41,7,1,1,1,1,0,2,1,2,Data Entry Operator
A445,22,Male,Postgrad,88,6,1,0,1,0,64,2,5,2,Delivery Boy
A446,42,Female,12th,82,4,1,0,1,0,0,2,4,1,Security Guard
A447,40,Male,12th,67,14,1,0,1,0,0,2,5,4,Security Guard
A448,42,Female,Graduate,43,5,1,0,0,1,0,4,2,3,Lab Assistant
A449,36,Male,Graduate,73,9,0,1,0,1,58,5,3,2,School Teacher
A450,33,Other,Graduate,89,13,1,1,1,1,76,2,4,2,Sales Executive
A451,40,Male,Diploma,84,14,0,1,0,1,0,2,4,5,Sales Executive
A452,21,Male,12th,57,6,0,0,1,1,56,4,2,2,Clerk
A453,24,Male,12th,46,9,1,1,0,1,0,2,4,1,Delivery Boy
A454,24,Other,Postgrad,44,3,1,1,1,1,92,5,5,3,Lab Assistant
A455,33,Male,Graduate,78,1,1,0,1,1,79,2,2,4,Data Entry Operator
A456,28,Female,12th,89,14,0,0,0,1,89,4,5,5,Lab Assistant
A457,33,Female,10th,74,2,0,0,1,1,0,3,3,2,Lab Assistant
A458,42,Other,Diploma,70,12,1,0,0,1,0,5,2,2,Junior Engineer
A459,35,Female,Postgrad,76,7,0,1,1,1,0,4,5,4,Sales Executive
A460,24,Female,Diploma,55,9,1,1,0,0,0,2,2,5,Delivery Boy
A461,37,Female,Graduate,68,0,1,0,1,1,52,1,4,1,School Teacher
A462,19,Other,Graduate,93,11,1,1,0,0,73,3,5,3,Delivery Boy
A463,40,Other,Postgrad,41,5,0,1,0,1,0,1,5,5,Lab Assistant
A464,42,Male,Graduate,78,6,1,1,0,1,0,5,4,1,School Teacher
A465,33,Other,Graduate,43,2,0,1,0,1,0,3,2,1,Junior Engineer
A466,34,Other,Diploma,72,14,0,0,0,1,91,2,5,2,Sales Executive
A467,33,Female,12th,77,12,1,1,0,0,0,3,2,3,Lab Assistant
A468,27,Female,Diploma,47,10,1,1,1,0,0,1,4,4,Junior Engineer
A469,31,Male,12th,64,0,0,1,0,1,75,3,5,4,Security Guard
A470,38,Female,Graduate,76,12,1,0,1,1,0,3,3,4,Sales Executive
A471,33,Other,Diploma,70,6,0,1,0,0,0,3,2,1,Junior Engineer
A472,34,Other,10th,75,13,1,1,1,1,0,3,1,1,Lab Assistant
A473,36,Male,12th,68,12,1,1,0,1,0,2,1,1,Lab Assistant
A474,22,Other,10th,40,7,1,1,0,0,0,4,1,2,Delivery Boy
A475,25,Other,Postgrad,61,1,1,0,0,0,93,5,5,4,Delivery Boy
A476,24,Female,10th,75,6,0,0,0,1,50,4,3,2,Security Guard
A477,29,Other,Graduate,59,14,0,0,1,1,0,2,5,5,Junior Engineer
A478,45,Female,Graduate,47,13,1,0,1,1,86,1,1,5,Clerk
A479,32,Other,Postgrad,52,5,0,1,1,0,0,5,2,1,Lab Assistant
A480,24,Male,Diploma,89,1,0,1,0,1,0,5,3,1,Security Guard
A481,43,Other,Postgrad,54,3,0,0,1,1,0,3,4,1,Lab Assistant
A482,30,Female,Diploma,66,15,1,0,1,0,90,3,4,2,Junior Engineer
A483,37,Male,Diploma,78,11,1,0,1,0,83,3,5,4,Lab Assistant
A484,22,Female,Diploma,49,8,0,0,1,1,0,4,2,5,Sales Executive
A485,36,Male,10th,56,12,0,1,1,1,91,4,2,1,Lab Assistant
A486,32,Female,Diploma,83,8,0,1,1,1,84,5,4,4,Sales Executive
A487,42,Male,Graduate,51,5,1,1,0,0,71,3,2,1,Sales Executive
A488,34,Other,12th,69,7,0,1,0,0,0,3,2,2,Lab Assistant
A489,18,Female,12th,78,6,0,1,0,1,62,1,5,3,Lab Assistant
A490,25,Other,12th,56,6,0,0,1,0,0,4,1,5,Lab Assistant
A491,45,Female,Graduate,79,15,1,0,0,0,81,1,3,3,Security Guard
A492,44,Male,Postgrad,71,3,1,0,1,0,0,2,2,4,School Teacher
A493,21,Other,10th,45,4,0,1,0,0,62,4,2,5,Lab Assistant
A494,20,Male,12th,67,3,1,1,0,0,0,1,1,4,Delivery Boy
A495,25,Male,Postgrad,57,14,0,1,0,1,72,2,5,3,Sales Executive
A496,39,Male,10th,47,0,0,0,0,1,78,1,4,2,Security Guard
A497,39,Female,12th,75,6,0,1,1,0,72,1,5,4,Lab Assistant
A498,20,Other,Diploma,77,9,1,1,0,0,0,2,3,1,Delivery Boy
A499,18,Female,10th,43,5,0,0,0,1,72,4,5,1,Security Guard
A500,33,Female,Postgrad,86,10,1,0,1,1,69,3,1,5,School Teacher
A501,35,Female,Diploma,58,2,1,0,1,0,0,4,4,5,Customer Support
A502,31,Female,12th,72,7,0,1,1,0,0,5,3,1,Sales Executive
A503,34,Other,Diploma,92,10,0,0,1,1,0,4,3,2,Data Entry Operator
A504,36,Other,Postgrad,64,4,1,0,0,1,0,2,5,1,Customer Support
A505,20,Male,Diploma,73,13,0,1,1,0,55,4,5,4,Sales Executive
A506,23,Other,Graduate,61,4,0,1,0,0,0,4,5,4,Lab Assistant
A507,45,Male,Graduate,71,1,1,0,0,0,0,5,4,2,Security Guard
A508,28,Female,12th,93,5,0,0,1,0,0,4,5,2,Lab Assistant
A509,36,Male,Diploma,45,1,1,0,1,0,0,3,1,2,Security Guard
A510,33,Male,12th,89,1,1,1,0,0,0,5,1,3,Apprentice
A511,31,Other,Graduate,70,9,0,0,1,0,0,3,2,5,Sales Executive
A512,44,Female,10th,67,6,0,1,0,1,50,3,2,1,Sales Executive
A513,18,Other,12th,42,8,1,0,0,0,0,5,1,2,Lab Assistant
A514,18,Other,12th,69,2,1,0,1,1,83,3,4,1,Clerk
A515,42,Female,12th,76,4,0,0,1,0,71,5,3,5,Lab Assistant
A516,38,Male,10th,64,5,1,0,1,1,0,4,5,2,Sales Executive
A517,36,Other,Postgrad,54,13,1,0,0,1,57,4,4,1,Lab Assistant
A518,36,Other,Graduate,49,11,1,1,0,0,61,2,5,3,Lab Assistant
A519,45,Other,12th,75,0,1,0,0,1,0,5,4,2,Apprentice
A520,27,Male,Postgrad,44,1,0,0,0,1,76,4,1,3,Lab Assistant
A521,33,Female,10th,51,5,1,1,0,0,87,2,4,3,Lab Assistant
A522,33,Female,Diploma,86,11,0,0,0,0,0,3,5,3,Security Guard
A523,33,Female,12th,89,11,1,0,1,1,77,2,1,3,Clerk
A524,19,Male,12th,56,10,1,1,1,1,0,5,3,1,Delivery Boy
A525,45,Male,Graduate,67,6,0,1,0,1,91,3,4,5,Sales Executive
A526,32,Female,Postgrad,74,12,1,1,0,0,0,1,5,4,School Teacher
A527,37,Other,Graduate,45,7,1,1,1,0,0,3,3,2,Lab Assistant
A528,35,Other,10th,53,1,0,1,1,1,66,4,4,2,Apprentice
A529,39,Male,12th,69,13,1,0,0,1,0,4,1,2,Sales Executive
A530,25,Female,Diploma,77,8,1,0,1,1,0,3,4,4,Delivery Boy
A531,33,Other,Postgrad,63,6,1,1,1,0,93,1,5,1,Sales Executive
A532,25,Male,12th,61,11,0,1,1,0,0,5,3,4,Sales Executive
A533,18,Other,Graduate,50,15,0,1,0,0,91,5,1,3,Sales Executive
A534,44,Other,Diploma,50,7,1,0,0,0,93,4,5,3,Lab Assistant
A535,40,Other,12th,87,9,1,1,1,1,0,1,3,1,Clerk
A536,42,Female,Diploma,81,1,0,1,1,1,0,5,3,1,Data Entry Operator
A537,43,Female,Diploma,75,8,0,0,0,1,81,1,2,5,Lab Assistant
A538,25,Female,Diploma,56,13,1,0,1,1,0,2,2,1,Delivery Boy
A539,38,Male,12th,95,11,0,1,0,1,63,3,5,2,Lab Assistant
A540,18,Other,Postgrad,85,6,0,1,1,0,86,4,4,5,School Teacher
A541,29,Other,Graduate,59,0,0,0,0,0,73,3,2,5,Security Guard
A542,37,Other,Postgrad,53,8,0,0,1,1,0,3,5,4,Sales Executive
A543,41,Male,Graduate,73,11,1,1,1,0,0,5,2,1,School Teacher
A544,41,Other,10th,82,13,1,1,0,1,55,2,5,1,Lab Assistant
A545,38,Other,10th,66,6,0,0,0,1,0,2,1,3,Lab Assistant
A546,42,Male,Diploma,62,6,0,0,1,1,92,3,2,4,Junior Engineer
A547,29,Male,Postgrad,56,1,1,0,1,1,70,1,4,5,Delivery Boy
A548,44,Other,Diploma,66,13,1,0,1,0,84,3,4,5,Lab Assistant
A549,27,Female,Postgrad,62,7,1,1,1,1,69,5,4,5,Lab Assistant
A550,35,Male,12th,73,1,1,1,1,1,0,1,5,3,Clerk
A551,38,Male,Graduate,84,0,0,1,0,1,0,3,2,3,School Teacher
A552,19,Male,12th,70,9,0,1,1,0,0,3,1,5,Lab Assistant
A553,23,Other,12th,74,14,1,1,0,0,62,4,2,1,Delivery Boy
A554,36,Female,10th,56,1,0,1,0,1,71,5,5,1,Apprentice
A555,26,Male,Graduate,60,1,0,1,0,0,71,3,3,2,Security Guard
A556,26,Other,Diploma,46,2,1,0,0,0,0,2,2,5,Junior Engineer
A557,18,Male,Graduate,79,10,0,0,1,1,91,2,3,4,Data Entry Operator
A558,42,Other,Graduate,57,7,0,0,1,0,87,5,3,5,Lab Assistant
A559,18,Female,Graduate,91,10,0,1,0,1,0,1,5,3,School Teacher
A560,26,Male,12th,69,11,1,0,0,0,0,4,4,5,Lab Assistant
A561,42,Male,10th,93,7,1,0,1,1,57,1,4,4,Data Entry Operator
A562,39,Male,Diploma,67,14,0,0,1,1,78,5,5,4,Lab Assistant
A563,31,Male,Diploma,75,12,1,1,0,0,0,2,4,1,Security Guard
A564,29,Other,10th,70,15,1,0,1,1,0,2,2,2,Lab Assistant
A565,19,Male,12th,60,2,0,1,0,1,0,5,2,5,Security Guard
A566,45,Other,Postgrad,80,7,0,1,1,0,0,3,5,2,Sales Executive
A567,23,Other,Diploma,50,11,1,0,0,0,77,5,3,1,Delivery Boy
A568,20,Male,10th,59,13,0,1,0,1,82,2,1,5,Lab Assistant
A569,44,Male,Postgrad,81,8,0,0,1,1,0,3,5,4,Sales Executive
A570,28,Other,Diploma,66,10,0,0,0,0,0,3,3,3,Sales Executive
A571,30,Female,Postgrad,89,10,1,0,0,1,0,4,4,5,Sales Executive
A572,42,Male,Postgrad,52,15,1,0,1,0,54,2,5,5,Lab Assistant
A573,30,Female,12th,72,6,1,1,1,0,0,2,3,2,Lab Assistant
A574,36,Other,Diploma,63,1,0,1,0,1,0,3,3,2,Lab Assistant
A575,33,Male,Graduate,42,12,1,0,1,1,90,3,5,4,Clerk
A576,19,Male,Diploma,63,13,0,0,0,1,0,1,5,2,Junior Engineer
A577,38,Male,Diploma,48,5,0,0,1,0,72,2,1,5,Lab Assistant
A578,19,Other,Postgrad,45,9,1,0,1,0,0,3,3,4,Delivery Boy
A579,34,Other,10th,51,0,0,0,0,0,0,5,5,5,Apprentice
A580,42,Male,Diploma,53,7,1,0,1,1,90,3,1,2,Lab Assistant
A581,23,Male,10th,60,15,1,1,0,1,0,5,4,2,Lab Assistant
A582,38,Male,Graduate,86,10,0,1,0,0,78,2,3,5,School Teacher
A583,30,Male,10th,84,15,1,0,0,0,0,5,5,5,Lab Assistant
A584,18,Other,10th,94,14,0,1,0,1,60,2,3,1,Lab Assistant
A585,33,Other,10th,49,8,1,1,1,0,75,4,3,1,Lab Assistant
A586,21,Female,Postgrad,93,6,1,1,0,0,0,1,3,1,School Teacher
A587,37,Other,12th,52,14,0,1,1,0,94,5,5,2,Lab Assistant
A588,45,Male,Diploma,75,7,0,0,1,1,0,5,5,3,Lab Assistant
A589,42,Female,Diploma,86,13,0,0,0,1,0,1,2,4,Security Guard
A590,18,Other,Postgrad,63,5,1,1,1,1,0,3,5,5,Delivery Boy
A591,33,Male,10th,58,11,1,1,0,1,0,5,4,3,Lab Assistant
A592,28,Female,Diploma,89,15,1,1,0,1,0,3,1,1,Delivery Boy
A593,32,Other,12th,45,5,1,0,0,0,0,4,4,5,Security Guard
A594,44,Male,10th,81,1,1,1,0,1,51,2,4,2,Apprentice
A595,35,Female,Graduate,55,5,0,1,1,1,0,3,1,1,Junior Engineer
A596,27,Other,Postgrad,89,2,0,0,0,1,65,2,4,5,School Teacher
A597,38,Other,Diploma,79,4,0,1,1,1,58,4,1,1,Junior Engineer
A598,43,Male,Postgrad,48,15,0,0,1,0,95,3,5,2,Lab Assistant
A599,24,Female,Postgrad,64,15,1,0,1,0,80,3,2,2,Delivery Boy
A600,22,Male,Diploma,61,1,0,1,0,0,52,2,4,3,Lab Assistant
A601,25,Male,10th,58,2,0,0,1,0,0,3,4,1,Lab Assistant
A602,24,Other,10th,81,3,1,1,1,1,0,3,2,3,Lab Assistant
A603,40,Other,12th,91,4,1,0,1,0,0,3,5,2,Lab Assistant
A604,21,Female,Postgrad,43,12,0,1,1,1,68,3,3,2,Lab Assistant
A605,19,Male,10th,79,8,0,0,1,1,0,2,2,4,Lab Assistant
A606,35,Other,Diploma,77,10,0,1,1,1,51,4,4,2,Junior Engineer
A607,20,Female,12th,66,9,1,0,1,0,50,3,3,5,Delivery Boy
A608,27,Female,10th,92,10,1,0,0,0,0,2,2,4,Lab Assistant
A609,18,Male,Diploma,93,0,0,1,0,0,0,3,1,5,Security Guard
A610,36,Female,Graduate,50,9,1,1,0,1,79,1,4,1,Lab Assistant
A611,34,Male,12th,46,11,1,1,0,0,74,2,2,1,Lab Assistant
A612,19,Male,12th,68,7,0,0,0,1,80,2,2,4,Lab Assistant
A613,28,Male,Diploma,46,15,1,1,1,1,0,4,3,2,Junior Engineer
A614,38,Male,Postgrad,90,10,1,0,1,0,0,2,3,5,School Teacher
A615,23,Male,Postgrad,90,1,0,0,1,1,86,1,3,5,Data Entry Operator
A616,42,Female,12th,70,8,0,1,1,0,63,4,5,2,Lab Assistant
A617,41,Other,Graduate,59,5,1,0,1,0,59,4,4,4,Sales Executive
A618,35,Female,12th,61,1,0,0,0,1,62,1,5,5,Security Guard
A619,27,Male,Diploma,93,15,1,0,0,1,80,4,5,3,Lab Assistant
A620,29,Female,10th,95,4,0,1,1,1,0,5,4,5,Lab Assistant
A621,22,Female,Graduate,93,2,0,1,0,1,0,4,2,4,School Teacher
A622,39,Male,12th,93,7,1,0,1,0,0,5,5,3,Lab Assistant
A623,21,Male,12th,45,7,1,1,1,1,0,1,1,3,Clerk
A624,32,Male,Diploma,60,7,0,0,0,1,79,4,1,2,Sales Executive
A625,38,Male,12th,87,13,0,1,1,0,0,4,4,1,Lab Assistant
A626,45,Other,Graduate,50,8,0,1,0,0,89,5,4,3,Sales Executive
A627,21,Female,Postgrad,74,0,1,0,0,0,0,5,5,5,School Teacher
A628,24,Male,10th,58,14,1,0,0,1,0,2,1,5,Delivery Boy
A629,28,Female,Graduate,48,12,1,0,1,1,63,2,4,1,Delivery Boy
A630,38,Female,Graduate,66,15,1,1,0,0,72,5,5,2,Security Guard
A631,25,Female,12th,73,5,1,1,0,0,0,4,4,4,Delivery Boy
A632,41,Other,Diploma,43,5,0,1,1,0,72,4,3,1,Sales Executive
A633,31,Other,Graduate,65,6,1,1,1,0,77,5,4,1,Sales Executive
A634,20,Male,Graduate,61,10,1,0,1,0,0,5,5,5,Delivery Boy
A635,25,Other,12th,55,1,0,1,1,0,69,3,5,5,Security Guard
A636,31,Other,Diploma,54,13,1,0,1,0,0,5,5,4,Junior Engineer
A637,21,Female,Postgrad,52,7,1,0,1,1,75,1,2,5,Lab Assistant
A638,37,Male,Graduate,69,4,0,1,0,0,72,3,2,1,Customer Support
A639,29,Male,Diploma,81,10,0,1,1,0,55,2,5,2,Sales Executive
A640,27,Other,10th,43,5,1,0,0,0,0,4,5,2,Delivery Boy
A641,42,Female,10th,49,0,0,0,1,1,71,5,4,1,Data Entry Operator
A642,23,Male,10th,74,6,0,0,1,0,0,2,4,5,Sales Executive
A643,18,Male,Diploma,40,0,0,1,0,0,57,1,4,4,Security Guard
A644,36,Male,Graduate,85,10,0,1,1,0,0,4,2,4,Security Guard
A645,41,Female,10th,56,6,1,0,1,0,84,2,2,3,Lab Assistant
A646,31,Male,Postgrad,57,15,1,0,0,1,0,5,2,4,Lab Assistant
A647,42,Male,12th,92,15,1,1,1,0,50,1,2,4,Lab Assistant
A648,27,Male,12th,95,13,1,1,0,0,81,2,1,4,Delivery Boy
A649,43,Male,12th,72,11,0,1,1,0,0,5,2,5,Security Guard
A650,27,Male,10th,76,12,1,0,0,1,90,5,3,3,Lab Assistant
A651,40,Other,12th,83,2,1,1,1,1,0,1,2,5,Clerk
A652,30,Other,Graduate,87,3,1,0,1,0,80,3,3,1,School Teacher
A653,43,Female,10th,83,10,1,1,0,1,0,2,1,2,Security Guard
A654,18,Male,Postgrad,81,8,1,1,0,1,87,2,5,3,Delivery Boy
A655,34,Male,10th,71,3,1,0,1,1,0,5,1,5,Data Entry Operator
A656,29,Female,10th,62,12,1,1,0,1,0,2,4,3,Lab Assistant
A657,36,Male,Postgrad,64,11,0,0,0,1,54,5,5,2,Lab Assistant
A658,34,Male,Graduate,86,11,0,0,0,0,79,3,3,3,School Teacher
A659,27,Other,12th,84,3,1,0,0,1,83,1,1,5,Lab Assistant
A660,31,Female,Diploma,43,2,0,1,1,1,93,1,1,5,Lab Assistant
A661,35,Female,Diploma,41,2,0,1,0,1,0,5,5,1,Lab Assistant
A662,27,Male,Postgrad,92,9,1,1,0,0,78,1,3,1,Delivery Boy
A663,42,Male,Graduate,83,6,1,1,1,0,0,3,3,2,School Teacher
A664,29,Female,Diploma,49,8,1,1,0,0,0,4,2,3,Delivery Boy
A665,24,Female,Graduate,50,14,1,1,1,1,0,2,3,1,Junior Engineer
A666,18,Other,Graduate,71,6,0,0,0,1,90,4,2,5,Sales Executive
A667,24,Male,10th,64,5,0,0,0,0,0,2,4,2,Lab Assistant
A668,19,Other,10th,86,11,0,0,1,0,93,3,1,2,Lab Assistant
A669,35,Female,Diploma,63,6,0,0,0,0,0,1,3,4,Junior Engineer
A670,41,Male,Postgrad,51,13,0,1,0,0,0,3,4,5,Lab Assistant
A671,25,Male,Postgrad,87,2,1,1,0,1,94,4,5,2,Delivery Boy
A672,40,Male,Graduate,94,7,1,0,0,1,66,5,2,1,School Teacher
A673,35,Other,10th,60,6,1,1,1,1,0,3,3,1,Data Entry Operator
A674,40,Other,Diploma,79,0,0,1,1,1,65,5,4,2,Data Entry Operator
A675,25,Other,Postgrad,88,15,1,1,1,0,0,2,2,4,Delivery Boy
A676,23,Female,10th,80,15,1,1,0,1,90,1,5,2,Lab Assistant
A677,24,Female,10th,86,2,0,1,0,0,0,4,4,2,Customer Support
A678,38,Female,Diploma,68,3,0,1,0,0,53,3,2,4,Customer Support
A679,27,Other,Postgrad,42,14,1,0,0,1,0,3,4,2,Delivery Boy
A680,43,Female,Graduate,54,12,0,0,1,1,80,2,2,2,Data Entry Operator
A681,37,Female,10th,43,13,1,1,1,1,0,5,3,3,Lab Assistant
A682,24,Other,Postgrad,67,14,1,0,0,1,0,1,2,5,Delivery Boy
A683,31,Male,Diploma,45,8,0,1,1,0,0,4,3,1,Lab Assistant
A684,31,Male,10th,64,0,1,1,1,0,68,2,5,1,Security Guard
A685,44,Female,Postgrad,87,11,0,1,0,0,65,4,5,2,Security Guard
A686,34,Other,10th,63,9,0,1,0,0,0,3,1,4,Lab Assistant
A687,33,Male,10th,80,8,1,1,0,0,0,2,2,4,Lab Assistant
A688,18,Male,12th,94,5,1,0,0,1,0,2,3,2,Lab Assistant
A689,38,Male,12th,70,9,0,0,1,1,0,3,4,4,Clerk
A690,33,Other,Graduate,72,14,1,1,0,0,90,4,5,1,Sales Executive
A691,22,Other,Postgrad,91,12,1,1,1,0,79,4,4,4,Delivery Boy
A692,35,Other,Graduate,64,11,1,0,1,0,64,5,4,3,Junior Engineer
A693,44,Male,Diploma,92,2,0,1,0,0,70,5,4,5,Customer Support
A694,35,Male,12th,42,4,1,1,0,1,87,3,3,3,Security Guard
A695,39,Female,10th,51,3,0,1,0,0,0,4,1,3,Security Guard
A696,30,Male,Postgrad,66,10,1,0,1,0,0,3,5,3,School Teacher
A697,26,Female,Postgrad,61,7,1,1,0,0,95,3,5,5,Lab Assistant
A698,29,Female,12th,60,12,0,1,0,0,0,3,3,1,Lab Assistant
